year;month;VESSELS;DAYS;GT;fleet_segment
;seed;164;12;37;ALB_18_DTS_1224
2004;Jan;164;12;37;ALB_18_DTS_1224
2004;Feb;164;12;37;ALB_18_DTS_1224
2004;Mar;164;12;37;ALB_18_DTS_1224
2004;Apr;164;12;37;ALB_18_DTS_1224
2004;May;164;12;37;ALB_18_DTS_1224
2004;Jun;164;12;37;ALB_18_DTS_1224
2004;Jul;164;12;37;ALB_18_DTS_1224
2004;Aug;164;12;37;ALB_18_DTS_1224
2004;Sep;164;12;37;ALB_18_DTS_1224
2004;Oct;164;12;37;ALB_18_DTS_1224
2004;Nov;164;12;37;ALB_18_DTS_1224
2004;Dec;164;12;37;ALB_18_DTS_1224
2005;Jan;164;12;37;ALB_18_DTS_1224
2005;Feb;164;12;37;ALB_18_DTS_1224
2005;Mar;164;12;37;ALB_18_DTS_1224
2005;Apr;164;12;37;ALB_18_DTS_1224
2005;May;164;12;37;ALB_18_DTS_1224
2005;Jun;164;12;37;ALB_18_DTS_1224
2005;Jul;164;12;37;ALB_18_DTS_1224
2005;Aug;164;12;37;ALB_18_DTS_1224
2005;Sep;164;12;37;ALB_18_DTS_1224
2005;Oct;164;12;37;ALB_18_DTS_1224
2005;Nov;164;12;37;ALB_18_DTS_1224
2005;Dec;164;12;37;ALB_18_DTS_1224
2006;Jan;164;12;37;ALB_18_DTS_1224
2006;Feb;164;12;37;ALB_18_DTS_1224
2006;Mar;164;12;37;ALB_18_DTS_1224
2006;Apr;164;12;37;ALB_18_DTS_1224
2006;May;164;12;37;ALB_18_DTS_1224
2006;Jun;164;12;37;ALB_18_DTS_1224
2006;Jul;164;12;37;ALB_18_DTS_1224
2006;Aug;164;12;37;ALB_18_DTS_1224
2006;Sep;164;12;37;ALB_18_DTS_1224
2006;Oct;164;12;37;ALB_18_DTS_1224
2006;Nov;164;12;37;ALB_18_DTS_1224
2006;Dec;164;12;37;ALB_18_DTS_1224
2007;Jan;164;12;37;ALB_18_DTS_1224
2007;Feb;164;12;37;ALB_18_DTS_1224
2007;Mar;164;12;37;ALB_18_DTS_1224
2007;Apr;164;12;37;ALB_18_DTS_1224
2007;May;164;12;37;ALB_18_DTS_1224
2007;Jun;164;12;37;ALB_18_DTS_1224
2007;Jul;164;12;37;ALB_18_DTS_1224
2007;Aug;164;12;37;ALB_18_DTS_1224
2007;Sep;164;12;37;ALB_18_DTS_1224
2007;Oct;164;12;37;ALB_18_DTS_1224
2007;Nov;164;12;37;ALB_18_DTS_1224
2007;Dec;164;12;37;ALB_18_DTS_1224
2008;Jan;164;12;37;ALB_18_DTS_1224
2008;Feb;164;12;37;ALB_18_DTS_1224
2008;Mar;164;12;37;ALB_18_DTS_1224
2008;Apr;164;12;37;ALB_18_DTS_1224
2008;May;164;12;37;ALB_18_DTS_1224
2008;Jun;164;12;37;ALB_18_DTS_1224
2008;Jul;164;12;37;ALB_18_DTS_1224
2008;Aug;164;12;37;ALB_18_DTS_1224
2008;Sep;164;12;37;ALB_18_DTS_1224
2008;Oct;164;12;37;ALB_18_DTS_1224
2008;Nov;164;12;37;ALB_18_DTS_1224
2008;Dec;164;12;37;ALB_18_DTS_1224
2009;Jan;164;12;37;ALB_18_DTS_1224
2009;Feb;164;12;37;ALB_18_DTS_1224
2009;Mar;164;12;37;ALB_18_DTS_1224
2009;Apr;164;12;37;ALB_18_DTS_1224
2009;May;164;12;37;ALB_18_DTS_1224
2009;Jun;164;12;37;ALB_18_DTS_1224
2009;Jul;164;12;37;ALB_18_DTS_1224
2009;Aug;164;12;37;ALB_18_DTS_1224
2009;Sep;164;12;37;ALB_18_DTS_1224
2009;Oct;164;12;37;ALB_18_DTS_1224
2009;Nov;164;12;37;ALB_18_DTS_1224
2009;Dec;164;12;37;ALB_18_DTS_1224
2010;Jan;164;12;37;ALB_18_DTS_1224
2010;Feb;164;12;37;ALB_18_DTS_1224
2010;Mar;164;12;37;ALB_18_DTS_1224
2010;Apr;164;12;37;ALB_18_DTS_1224
2010;May;164;12;37;ALB_18_DTS_1224
2010;Jun;164;12;37;ALB_18_DTS_1224
2010;Jul;164;12;37;ALB_18_DTS_1224
2010;Aug;164;12;37;ALB_18_DTS_1224
2010;Sep;164;12;37;ALB_18_DTS_1224
2010;Oct;164;12;37;ALB_18_DTS_1224
2010;Nov;164;12;37;ALB_18_DTS_1224
2010;Dec;164;12;37;ALB_18_DTS_1224
2011;Jan;164;12;37;ALB_18_DTS_1224
2011;Feb;164;12;37;ALB_18_DTS_1224
2011;Mar;164;12;37;ALB_18_DTS_1224
2011;Apr;164;12;37;ALB_18_DTS_1224
2011;May;164;12;37;ALB_18_DTS_1224
2011;Jun;164;12;37;ALB_18_DTS_1224
2011;Jul;164;12;37;ALB_18_DTS_1224
2011;Aug;164;12;37;ALB_18_DTS_1224
2011;Sep;164;12;37;ALB_18_DTS_1224
2011;Oct;164;12;37;ALB_18_DTS_1224
2011;Nov;164;12;37;ALB_18_DTS_1224
2011;Dec;164;12;37;ALB_18_DTS_1224
2012;Jan;164;12;37;ALB_18_DTS_1224
2012;Feb;164;12;37;ALB_18_DTS_1224
2012;Mar;164;12;37;ALB_18_DTS_1224
2012;Apr;164;12;37;ALB_18_DTS_1224
2012;May;164;12;37;ALB_18_DTS_1224
2012;Jun;164;12;37;ALB_18_DTS_1224
2012;Jul;164;12;37;ALB_18_DTS_1224
2012;Aug;164;12;37;ALB_18_DTS_1224
2012;Sep;164;12;37;ALB_18_DTS_1224
2012;Oct;164;12;37;ALB_18_DTS_1224
2012;Nov;164;12;37;ALB_18_DTS_1224
2012;Dec;164;12;37;ALB_18_DTS_1224
2013;Jan;164;12;37;ALB_18_DTS_1224
2013;Feb;164;12;37;ALB_18_DTS_1224
2013;Mar;164;12;37;ALB_18_DTS_1224
2013;Apr;164;12;37;ALB_18_DTS_1224
2013;May;164;12;37;ALB_18_DTS_1224
2013;Jun;164;12;37;ALB_18_DTS_1224
2013;Jul;164;12;37;ALB_18_DTS_1224
2013;Aug;164;12;37;ALB_18_DTS_1224
2013;Sep;164;12;37;ALB_18_DTS_1224
2013;Oct;164;12;37;ALB_18_DTS_1224
2013;Nov;164;12;37;ALB_18_DTS_1224
2013;Dec;164;12;37;ALB_18_DTS_1224
2014;Jan;164;12;37;ALB_18_DTS_1224
2014;Feb;164;12;37;ALB_18_DTS_1224
2014;Mar;164;12;37;ALB_18_DTS_1224
2014;Apr;164;12;37;ALB_18_DTS_1224
2014;May;164;12;37;ALB_18_DTS_1224
2014;Jun;164;12;37;ALB_18_DTS_1224
2014;Jul;164;12;37;ALB_18_DTS_1224
2014;Aug;164;12;37;ALB_18_DTS_1224
2014;Sep;164;12;37;ALB_18_DTS_1224
2014;Oct;164;12;37;ALB_18_DTS_1224
2014;Nov;164;12;37;ALB_18_DTS_1224
2014;Dec;164;12;37;ALB_18_DTS_1224
2015;Jan;164;12;37;ALB_18_DTS_1224
2015;Feb;164;12;37;ALB_18_DTS_1224
2015;Mar;164;12;37;ALB_18_DTS_1224
2015;Apr;164;12;37;ALB_18_DTS_1224
2015;May;164;12;37;ALB_18_DTS_1224
2015;Jun;164;12;37;ALB_18_DTS_1224
2015;Jul;164;12;37;ALB_18_DTS_1224
2015;Aug;164;12;37;ALB_18_DTS_1224
2015;Sep;164;12;37;ALB_18_DTS_1224
2015;Oct;164;12;37;ALB_18_DTS_1224
2015;Nov;164;12;37;ALB_18_DTS_1224
2015;Dec;164;12;37;ALB_18_DTS_1224
2016;Jan;164;12;37;ALB_18_DTS_1224
2016;Feb;164;12;37;ALB_18_DTS_1224
2016;Mar;164;12;37;ALB_18_DTS_1224
2016;Apr;164;12;37;ALB_18_DTS_1224
2016;May;164;12;37;ALB_18_DTS_1224
2016;Jun;164;12;37;ALB_18_DTS_1224
2016;Jul;164;12;37;ALB_18_DTS_1224
2016;Aug;164;12;37;ALB_18_DTS_1224
2016;Sep;164;12;37;ALB_18_DTS_1224
2016;Oct;164;12;37;ALB_18_DTS_1224
2016;Nov;164;12;37;ALB_18_DTS_1224
2016;Dec;164;12;37;ALB_18_DTS_1224
2017;Jan;164;12;37;ALB_18_DTS_1224
2017;Feb;164;12;37;ALB_18_DTS_1224
2017;Mar;164;12;37;ALB_18_DTS_1224
2017;Apr;164;12;37;ALB_18_DTS_1224
2017;May;164;12;37;ALB_18_DTS_1224
2017;Jun;164;12;37;ALB_18_DTS_1224
2017;Jul;164;12;37;ALB_18_DTS_1224
2017;Aug;164;12;37;ALB_18_DTS_1224
2017;Sep;164;12;37;ALB_18_DTS_1224
2017;Oct;164;12;37;ALB_18_DTS_1224
2017;Nov;164;12;37;ALB_18_DTS_1224
2017;Dec;164;12;37;ALB_18_DTS_1224
2018;Jan;170;11.57647059;37;ALB_18_DTS_1224
2018;Feb;170;11.57647059;37;ALB_18_DTS_1224
2018;Mar;170;11.57647059;37;ALB_18_DTS_1224
2018;Apr;170;11.57647059;37;ALB_18_DTS_1224
2018;May;170;11.57647059;37;ALB_18_DTS_1224
2018;Jun;170;11.57647059;37;ALB_18_DTS_1224
2018;Jul;170;11.57647059;37;ALB_18_DTS_1224
2018;Aug;170;11.57647059;37;ALB_18_DTS_1224
2018;Sep;170;11.57647059;37;ALB_18_DTS_1224
2018;Oct;170;11.57647059;37;ALB_18_DTS_1224
2018;Nov;170;11.57647059;37;ALB_18_DTS_1224
2018;Dec;170;11.57647059;37;ALB_18_DTS_1224
2019;Jan;180;10.93333333;37;ALB_18_DTS_1224
2019;Feb;180;10.93333333;37;ALB_18_DTS_1224
2019;Mar;180;10.93333333;37;ALB_18_DTS_1224
2019;Apr;180;10.93333333;37;ALB_18_DTS_1224
2019;May;180;10.93333333;37;ALB_18_DTS_1224
2019;Jun;180;10.93333333;37;ALB_18_DTS_1224
2019;Jul;180;10.93333333;37;ALB_18_DTS_1224
2019;Aug;180;10.93333333;37;ALB_18_DTS_1224
2019;Sep;180;10.93333333;37;ALB_18_DTS_1224
2019;Oct;180;10.93333333;37;ALB_18_DTS_1224
2019;Nov;180;10.93333333;37;ALB_18_DTS_1224
2019;Dec;180;10.93333333;37;ALB_18_DTS_1224
2020;Jan;191;10.08900524;37;ALB_18_DTS_1224
2020;Feb;191;10.08900524;37;ALB_18_DTS_1224
2020;Mar;191;10.08900524;37;ALB_18_DTS_1224
2020;Apr;191;10.08900524;37;ALB_18_DTS_1224
2020;May;191;10.08900524;37;ALB_18_DTS_1224
2020;Jun;191;10.08900524;37;ALB_18_DTS_1224
2020;Jul;191;10.08900524;37;ALB_18_DTS_1224
2020;Aug;191;10.08900524;37;ALB_18_DTS_1224
2020;Sep;191;10.08900524;37;ALB_18_DTS_1224
2020;Oct;191;10.08900524;37;ALB_18_DTS_1224
2020;Nov;191;10.08900524;37;ALB_18_DTS_1224
2020;Dec;191;10.08900524;37;ALB_18_DTS_1224
2021;Jan;194;9.771477663;37;ALB_18_DTS_1224
2021;Feb;194;9.771477663;37;ALB_18_DTS_1224
2021;Mar;194;9.771477663;37;ALB_18_DTS_1224
2021;Apr;194;9.771477663;37;ALB_18_DTS_1224
2021;May;194;9.771477663;37;ALB_18_DTS_1224
2021;Jun;194;9.771477663;37;ALB_18_DTS_1224
2021;Jul;194;9.771477663;37;ALB_18_DTS_1224
2021;Aug;194;9.771477663;37;ALB_18_DTS_1224
2021;Sep;194;9.771477663;37;ALB_18_DTS_1224
2021;Oct;194;9.771477663;37;ALB_18_DTS_1224
2021;Nov;194;9.771477663;37;ALB_18_DTS_1224
2021;Dec;194;9.771477663;37;ALB_18_DTS_1224
2022;Jan;196;9.400085034;37;ALB_18_DTS_1224
2022;Feb;196;9.400085034;37;ALB_18_DTS_1224
2022;Mar;196;9.400085034;37;ALB_18_DTS_1224
2022;Apr;196;9.400085034;37;ALB_18_DTS_1224
2022;May;196;9.400085034;37;ALB_18_DTS_1224
2022;Jun;196;9.400085034;37;ALB_18_DTS_1224
2022;Jul;196;9.400085034;37;ALB_18_DTS_1224
2022;Aug;196;9.400085034;37;ALB_18_DTS_1224
2022;Sep;196;9.400085034;37;ALB_18_DTS_1224
2022;Oct;196;9.400085034;37;ALB_18_DTS_1224
2022;Nov;196;9.400085034;37;ALB_18_DTS_1224
2022;Dec;196;9.400085034;37;ALB_18_DTS_1224
2023;Jan;196;9.400085034;37;ALB_18_DTS_1224
2023;Feb;196;9.400085034;37;ALB_18_DTS_1224
2023;Mar;196;9.400085034;37;ALB_18_DTS_1224
2023;Apr;196;9.400085034;37;ALB_18_DTS_1224
2023;May;196;9.400085034;37;ALB_18_DTS_1224
2023;Jun;196;9.400085034;37;ALB_18_DTS_1224
2023;Jul;196;9.400085034;37;ALB_18_DTS_1224
2023;Aug;196;9.400085034;37;ALB_18_DTS_1224
2023;Sep;196;9.400085034;37;ALB_18_DTS_1224
2023;Oct;196;9.400085034;37;ALB_18_DTS_1224
2023;Nov;196;9.400085034;37;ALB_18_DTS_1224
2023;Dec;196;9.400085034;37;ALB_18_DTS_1224
2024;Jan;196;9.400085034;37;ALB_18_DTS_1224
2024;Feb;196;9.400085034;37;ALB_18_DTS_1224
2024;Mar;196;9.400085034;37;ALB_18_DTS_1224
2024;Apr;196;9.400085034;37;ALB_18_DTS_1224
2024;May;196;9.400085034;37;ALB_18_DTS_1224
2024;Jun;196;9.400085034;37;ALB_18_DTS_1224
2024;Jul;196;9.400085034;37;ALB_18_DTS_1224
2024;Aug;196;9.400085034;37;ALB_18_DTS_1224
2024;Sep;196;9.400085034;37;ALB_18_DTS_1224
2024;Oct;196;9.400085034;37;ALB_18_DTS_1224
2024;Nov;196;9.400085034;37;ALB_18_DTS_1224
2024;Dec;196;9.400085034;37;ALB_18_DTS_1224
;seed;1043.692308;5.59551754;2.904581546;HRV_17_DFN_0612
2004;Jan;1043.692308;5.59551754;2.904581546;HRV_17_DFN_0612
2004;Feb;1043.692308;5.59551754;2.904581546;HRV_17_DFN_0612
2004;Mar;1043.692308;5.59551754;2.904581546;HRV_17_DFN_0612
2004;Apr;1043.692308;5.59551754;2.904581546;HRV_17_DFN_0612
2004;May;1043.692308;5.59551754;2.904581546;HRV_17_DFN_0612
2004;Jun;1043.692308;5.59551754;2.904581546;HRV_17_DFN_0612
2004;Jul;1043.692308;5.59551754;2.904581546;HRV_17_DFN_0612
2004;Aug;1043.692308;5.59551754;2.904581546;HRV_17_DFN_0612
2004;Sep;1043.692308;5.59551754;2.904581546;HRV_17_DFN_0612
2004;Oct;1043.692308;5.59551754;2.904581546;HRV_17_DFN_0612
2004;Nov;1043.692308;5.59551754;2.904581546;HRV_17_DFN_0612
2004;Dec;1043.692308;5.59551754;2.904581546;HRV_17_DFN_0612
2005;Jan;1043.692308;5.59551754;2.904581546;HRV_17_DFN_0612
2005;Feb;1043.692308;5.59551754;2.904581546;HRV_17_DFN_0612
2005;Mar;1043.692308;5.59551754;2.904581546;HRV_17_DFN_0612
2005;Apr;1043.692308;5.59551754;2.904581546;HRV_17_DFN_0612
2005;May;1043.692308;5.59551754;2.904581546;HRV_17_DFN_0612
2005;Jun;1043.692308;5.59551754;2.904581546;HRV_17_DFN_0612
2005;Jul;1043.692308;5.59551754;2.904581546;HRV_17_DFN_0612
2005;Aug;1043.692308;5.59551754;2.904581546;HRV_17_DFN_0612
2005;Sep;1043.692308;5.59551754;2.904581546;HRV_17_DFN_0612
2005;Oct;1043.692308;5.59551754;2.904581546;HRV_17_DFN_0612
2005;Nov;1043.692308;5.59551754;2.904581546;HRV_17_DFN_0612
2005;Dec;1043.692308;5.59551754;2.904581546;HRV_17_DFN_0612
2006;Jan;1043.692308;5.59551754;2.904581546;HRV_17_DFN_0612
2006;Feb;1043.692308;5.59551754;2.904581546;HRV_17_DFN_0612
2006;Mar;1043.692308;5.59551754;2.904581546;HRV_17_DFN_0612
2006;Apr;1043.692308;5.59551754;2.904581546;HRV_17_DFN_0612
2006;May;1043.692308;5.59551754;2.904581546;HRV_17_DFN_0612
2006;Jun;1043.692308;5.59551754;2.904581546;HRV_17_DFN_0612
2006;Jul;1043.692308;5.59551754;2.904581546;HRV_17_DFN_0612
2006;Aug;1043.692308;5.59551754;2.904581546;HRV_17_DFN_0612
2006;Sep;1043.692308;5.59551754;2.904581546;HRV_17_DFN_0612
2006;Oct;1043.692308;5.59551754;2.904581546;HRV_17_DFN_0612
2006;Nov;1043.692308;5.59551754;2.904581546;HRV_17_DFN_0612
2006;Dec;1043.692308;5.59551754;2.904581546;HRV_17_DFN_0612
2007;Jan;1043.692308;5.59551754;2.904581546;HRV_17_DFN_0612
2007;Feb;1043.692308;5.59551754;2.904581546;HRV_17_DFN_0612
2007;Mar;1043.692308;5.59551754;2.904581546;HRV_17_DFN_0612
2007;Apr;1043.692308;5.59551754;2.904581546;HRV_17_DFN_0612
2007;May;1043.692308;5.59551754;2.904581546;HRV_17_DFN_0612
2007;Jun;1043.692308;5.59551754;2.904581546;HRV_17_DFN_0612
2007;Jul;1043.692308;5.59551754;2.904581546;HRV_17_DFN_0612
2007;Aug;1043.692308;5.59551754;2.904581546;HRV_17_DFN_0612
2007;Sep;1043.692308;5.59551754;2.904581546;HRV_17_DFN_0612
2007;Oct;1043.692308;5.59551754;2.904581546;HRV_17_DFN_0612
2007;Nov;1043.692308;5.59551754;2.904581546;HRV_17_DFN_0612
2007;Dec;1043.692308;5.59551754;2.904581546;HRV_17_DFN_0612
2008;Jan;1043.692308;5.59551754;2.904581546;HRV_17_DFN_0612
2008;Feb;1043.692308;5.59551754;2.904581546;HRV_17_DFN_0612
2008;Mar;1043.692308;5.59551754;2.904581546;HRV_17_DFN_0612
2008;Apr;1043.692308;5.59551754;2.904581546;HRV_17_DFN_0612
2008;May;1043.692308;5.59551754;2.904581546;HRV_17_DFN_0612
2008;Jun;1043.692308;5.59551754;2.904581546;HRV_17_DFN_0612
2008;Jul;1043.692308;5.59551754;2.904581546;HRV_17_DFN_0612
2008;Aug;1043.692308;5.59551754;2.904581546;HRV_17_DFN_0612
2008;Sep;1043.692308;5.59551754;2.904581546;HRV_17_DFN_0612
2008;Oct;1043.692308;5.59551754;2.904581546;HRV_17_DFN_0612
2008;Nov;1043.692308;5.59551754;2.904581546;HRV_17_DFN_0612
2008;Dec;1043.692308;5.59551754;2.904581546;HRV_17_DFN_0612
2009;Jan;1043.692308;5.59551754;2.904581546;HRV_17_DFN_0612
2009;Feb;1043.692308;5.59551754;2.904581546;HRV_17_DFN_0612
2009;Mar;1043.692308;5.59551754;2.904581546;HRV_17_DFN_0612
2009;Apr;1043.692308;5.59551754;2.904581546;HRV_17_DFN_0612
2009;May;1043.692308;5.59551754;2.904581546;HRV_17_DFN_0612
2009;Jun;1043.692308;5.59551754;2.904581546;HRV_17_DFN_0612
2009;Jul;1043.692308;5.59551754;2.904581546;HRV_17_DFN_0612
2009;Aug;1043.692308;5.59551754;2.904581546;HRV_17_DFN_0612
2009;Sep;1043.692308;5.59551754;2.904581546;HRV_17_DFN_0612
2009;Oct;1043.692308;5.59551754;2.904581546;HRV_17_DFN_0612
2009;Nov;1043.692308;5.59551754;2.904581546;HRV_17_DFN_0612
2009;Dec;1043.692308;5.59551754;2.904581546;HRV_17_DFN_0612
2010;Jan;1043.692308;5.59551754;2.904581546;HRV_17_DFN_0612
2010;Feb;1043.692308;5.59551754;2.904581546;HRV_17_DFN_0612
2010;Mar;1043.692308;5.59551754;2.904581546;HRV_17_DFN_0612
2010;Apr;1043.692308;5.59551754;2.904581546;HRV_17_DFN_0612
2010;May;1043.692308;5.59551754;2.904581546;HRV_17_DFN_0612
2010;Jun;1043.692308;5.59551754;2.904581546;HRV_17_DFN_0612
2010;Jul;1043.692308;5.59551754;2.904581546;HRV_17_DFN_0612
2010;Aug;1043.692308;5.59551754;2.904581546;HRV_17_DFN_0612
2010;Sep;1043.692308;5.59551754;2.904581546;HRV_17_DFN_0612
2010;Oct;1043.692308;5.59551754;2.904581546;HRV_17_DFN_0612
2010;Nov;1043.692308;5.59551754;2.904581546;HRV_17_DFN_0612
2010;Dec;1043.692308;5.59551754;2.904581546;HRV_17_DFN_0612
2011;Jan;1043.692308;5.59551754;2.904581546;HRV_17_DFN_0612
2011;Feb;1043.692308;5.59551754;2.904581546;HRV_17_DFN_0612
2011;Mar;1043.692308;5.59551754;2.904581546;HRV_17_DFN_0612
2011;Apr;1043.692308;5.59551754;2.904581546;HRV_17_DFN_0612
2011;May;1043.692308;5.59551754;2.904581546;HRV_17_DFN_0612
2011;Jun;1043.692308;5.59551754;2.904581546;HRV_17_DFN_0612
2011;Jul;1043.692308;5.59551754;2.904581546;HRV_17_DFN_0612
2011;Aug;1043.692308;5.59551754;2.904581546;HRV_17_DFN_0612
2011;Sep;1043.692308;5.59551754;2.904581546;HRV_17_DFN_0612
2011;Oct;1043.692308;5.59551754;2.904581546;HRV_17_DFN_0612
2011;Nov;1043.692308;5.59551754;2.904581546;HRV_17_DFN_0612
2011;Dec;1043.692308;5.59551754;2.904581546;HRV_17_DFN_0612
2012;Jan;1113;5.618224019;3.1768823;HRV_17_DFN_0612
2012;Feb;1113;5.618224019;3.1768823;HRV_17_DFN_0612
2012;Mar;1113;5.618224019;3.1768823;HRV_17_DFN_0612
2012;Apr;1113;5.618224019;3.1768823;HRV_17_DFN_0612
2012;May;1113;5.618224019;3.1768823;HRV_17_DFN_0612
2012;Jun;1113;5.618224019;3.1768823;HRV_17_DFN_0612
2012;Jul;1113;5.618224019;3.1768823;HRV_17_DFN_0612
2012;Aug;1113;5.618224019;3.1768823;HRV_17_DFN_0612
2012;Sep;1113;5.618224019;3.1768823;HRV_17_DFN_0612
2012;Oct;1113;5.618224019;3.1768823;HRV_17_DFN_0612
2012;Nov;1113;5.618224019;3.1768823;HRV_17_DFN_0612
2012;Dec;1113;5.618224019;3.1768823;HRV_17_DFN_0612
2013;Jan;1085;5.57281106;3.019050691;HRV_17_DFN_0612
2013;Feb;1085;5.57281106;3.019050691;HRV_17_DFN_0612
2013;Mar;1085;5.57281106;3.019050691;HRV_17_DFN_0612
2013;Apr;1085;5.57281106;3.019050691;HRV_17_DFN_0612
2013;May;1085;5.57281106;3.019050691;HRV_17_DFN_0612
2013;Jun;1085;5.57281106;3.019050691;HRV_17_DFN_0612
2013;Jul;1085;5.57281106;3.019050691;HRV_17_DFN_0612
2013;Aug;1085;5.57281106;3.019050691;HRV_17_DFN_0612
2013;Sep;1085;5.57281106;3.019050691;HRV_17_DFN_0612
2013;Oct;1085;5.57281106;3.019050691;HRV_17_DFN_0612
2013;Nov;1085;5.57281106;3.019050691;HRV_17_DFN_0612
2013;Dec;1085;5.57281106;3.019050691;HRV_17_DFN_0612
2014;Jan;1033;5.887221684;3.008877057;HRV_17_DFN_0612
2014;Feb;1033;5.887221684;3.008877057;HRV_17_DFN_0612
2014;Mar;1033;5.887221684;3.008877057;HRV_17_DFN_0612
2014;Apr;1033;5.887221684;3.008877057;HRV_17_DFN_0612
2014;May;1033;5.887221684;3.008877057;HRV_17_DFN_0612
2014;Jun;1033;5.887221684;3.008877057;HRV_17_DFN_0612
2014;Jul;1033;5.887221684;3.008877057;HRV_17_DFN_0612
2014;Aug;1033;5.887221684;3.008877057;HRV_17_DFN_0612
2014;Sep;1033;5.887221684;3.008877057;HRV_17_DFN_0612
2014;Oct;1033;5.887221684;3.008877057;HRV_17_DFN_0612
2014;Nov;1033;5.887221684;3.008877057;HRV_17_DFN_0612
2014;Dec;1033;5.887221684;3.008877057;HRV_17_DFN_0612
2015;Jan;1062;5.842278719;2.935630885;HRV_17_DFN_0612
2015;Feb;1062;5.842278719;2.935630885;HRV_17_DFN_0612
2015;Mar;1062;5.842278719;2.935630885;HRV_17_DFN_0612
2015;Apr;1062;5.842278719;2.935630885;HRV_17_DFN_0612
2015;May;1062;5.842278719;2.935630885;HRV_17_DFN_0612
2015;Jun;1062;5.842278719;2.935630885;HRV_17_DFN_0612
2015;Jul;1062;5.842278719;2.935630885;HRV_17_DFN_0612
2015;Aug;1062;5.842278719;2.935630885;HRV_17_DFN_0612
2015;Sep;1062;5.842278719;2.935630885;HRV_17_DFN_0612
2015;Oct;1062;5.842278719;2.935630885;HRV_17_DFN_0612
2015;Nov;1062;5.842278719;2.935630885;HRV_17_DFN_0612
2015;Dec;1062;5.842278719;2.935630885;HRV_17_DFN_0612
2016;Jan;1007;5.549900695;2.890278054;HRV_17_DFN_0612
2016;Feb;1007;5.549900695;2.890278054;HRV_17_DFN_0612
2016;Mar;1007;5.549900695;2.890278054;HRV_17_DFN_0612
2016;Apr;1007;5.549900695;2.890278054;HRV_17_DFN_0612
2016;May;1007;5.549900695;2.890278054;HRV_17_DFN_0612
2016;Jun;1007;5.549900695;2.890278054;HRV_17_DFN_0612
2016;Jul;1007;5.549900695;2.890278054;HRV_17_DFN_0612
2016;Aug;1007;5.549900695;2.890278054;HRV_17_DFN_0612
2016;Sep;1007;5.549900695;2.890278054;HRV_17_DFN_0612
2016;Oct;1007;5.549900695;2.890278054;HRV_17_DFN_0612
2016;Nov;1007;5.549900695;2.890278054;HRV_17_DFN_0612
2016;Dec;1007;5.549900695;2.890278054;HRV_17_DFN_0612
2017;Jan;997;5.909645603;2.950200602;HRV_17_DFN_0612
2017;Feb;997;5.909645603;2.950200602;HRV_17_DFN_0612
2017;Mar;997;5.909645603;2.950200602;HRV_17_DFN_0612
2017;Apr;997;5.909645603;2.950200602;HRV_17_DFN_0612
