year;month;VESSELS;DAYS;GT;fleet_segment
2021;Sep;438;4.116438356;4.238607306;HRV_17_HOK_0018_NoJabuka
2021;Oct;456;3.769736842;3.629144737;HRV_17_HOK_0018_NoJabuka
2021;Nov;403;4.007444169;3.626848635;HRV_17_HOK_0018_NoJabuka
2021;Dec;407;3.805896806;3.226093366;HRV_17_HOK_0018_NoJabuka
2022;Jan;328;3.542682927;3.002103659;HRV_17_HOK_0018_NoJabuka
2022;Feb;333;3.366366366;3.365105105;HRV_17_HOK_0018_NoJabuka
2022;Mar;367;3.634877384;3.729482289;HRV_17_HOK_0018_NoJabuka
2022;Apr;359;3.637883008;3.936713092;HRV_17_HOK_0018_NoJabuka
2022;May;390;4.117948718;3.848051282;HRV_17_HOK_0018_NoJabuka
2022;Jun;388;4.144329897;3.660051546;HRV_17_HOK_0018_NoJabuka
2022;Jul;401;4.49127182;4.177431421;HRV_17_HOK_0018_NoJabuka
2022;Aug;413;4.607748184;4.470024213;HRV_17_HOK_0018_NoJabuka
2022;Sep;387;4.390180879;3.971989664;HRV_17_HOK_0018_NoJabuka
2022;Oct;495;4.648484848;4.101191919;HRV_17_HOK_0018_NoJabuka
2022;Nov;382;4.133507853;3.75065445;HRV_17_HOK_0018_NoJabuka
2022;Dec;376.979021;0.0001;3.406507538;HRV_17_HOK_0018_NoJabuka
2023;Jan;345;4.057971014;3.119826087;HRV_17_HOK_0018_NoJabuka
2023;Feb;363;4.650137741;3.152066116;HRV_17_HOK_0018_NoJabuka
2023;Mar;373;4.388739946;3.518042895;HRV_17_HOK_0018_NoJabuka
2023;Apr;372;4.596774194;4.048521505;HRV_17_HOK_0018_NoJabuka
2023;May;426;4.438967136;4.188356808;HRV_17_HOK_0018_NoJabuka
2023;Jun;384;4.856770833;4.301536458;HRV_17_HOK_0018_NoJabuka
2023;Jul;436;4.798165138;4.663417431;HRV_17_HOK_0018_NoJabuka
2023;Aug;458;4.755458515;4.508799127;HRV_17_HOK_0018_NoJabuka
2023;Sep;444;5.085585586;4.175900901;HRV_17_HOK_0018_NoJabuka
2023;Oct;447;4.644295302;4.027964206;HRV_17_HOK_0018_NoJabuka
2023;Nov;377;5.111405836;3.879575597;HRV_17_HOK_0018_NoJabuka
2023;Dec;418;4.992822967;3.989186603;HRV_17_HOK_0018_NoJabuka
2024;Jan;328;4.62804878;3.060213415;HRV_17_HOK_0018_NoJabuka
2024;Feb;339;4.179941003;3.108702065;HRV_17_HOK_0018_NoJabuka
2024;Mar;349;4.332378223;3.494068768;HRV_17_HOK_0018_NoJabuka
2024;Apr;388;4.355670103;3.648453608;HRV_17_HOK_0018_NoJabuka
2024;May;411;4.163017032;4.440681265;HRV_17_HOK_0018_NoJabuka
2024;Jun;374;4.256684492;4.24855615;HRV_17_HOK_0018_NoJabuka
2024;Jul;431;4.714617169;4.682668213;HRV_17_HOK_0018_NoJabuka
2024;Aug;458;4.718340611;4.764759825;HRV_17_HOK_0018_NoJabuka
2024;Sep;408;3.931372549;3.960980392;HRV_17_HOK_0018_NoJabuka
2024;Oct;474;4.786919831;4.291687764;HRV_17_HOK_0018_NoJabuka
2024;Nov;415;4.628915663;4.112072289;HRV_17_HOK_0018_NoJabuka
2024;Dec;382;4.471204188;3.818586387;HRV_17_HOK_0018_NoJabuka
;seed;410.4444444;5.485624925;18.28906647;HRV_17_DTS_0640_NoJabuka
2004;Jan;410.4444444;5.485624925;18.28906647;HRV_17_DTS_0640_NoJabuka
2004;Feb;410.4444444;4.718484917;18.28906647;HRV_17_DTS_0640_NoJabuka
2004;Mar;410.4444444;5.049289944;18.28906647;HRV_17_DTS_0640_NoJabuka
2004;Apr;410.4444444;5.650244314;18.28906647;HRV_17_DTS_0640_NoJabuka
2004;May;410.4444444;5.005990108;18.28906647;HRV_17_DTS_0640_NoJabuka
2004;Jun;410.4444444;5.793418199;18.28906647;HRV_17_DTS_0640_NoJabuka
2004;Jul;410.4444444;6.007437581;18.28906647;HRV_17_DTS_0640_NoJabuka
2004;Aug;410.4444444;6.117046943;18.28906647;HRV_17_DTS_0640_NoJabuka
2004;Sep;410.4444444;5.837015897;18.28906647;HRV_17_DTS_0640_NoJabuka
2004;Oct;410.4444444;5.534231244;18.28906647;HRV_17_DTS_0640_NoJabuka
2004;Nov;410.4444444;4.882489364;18.28906647;HRV_17_DTS_0640_NoJabuka
2004;Dec;410.4444444;5.221585525;18.28906647;HRV_17_DTS_0640_NoJabuka
2005;Jan;410.4444444;5.485624925;18.28906647;HRV_17_DTS_0640_NoJabuka
2005;Feb;410.4444444;4.718484917;18.28906647;HRV_17_DTS_0640_NoJabuka
2005;Mar;410.4444444;5.049289944;18.28906647;HRV_17_DTS_0640_NoJabuka
2005;Apr;410.4444444;5.650244314;18.28906647;HRV_17_DTS_0640_NoJabuka
2005;May;410.4444444;5.005990108;18.28906647;HRV_17_DTS_0640_NoJabuka
2005;Jun;410.4444444;5.793418199;18.28906647;HRV_17_DTS_0640_NoJabuka
2005;Jul;410.4444444;6.007437581;18.28906647;HRV_17_DTS_0640_NoJabuka
2005;Aug;410.4444444;6.117046943;18.28906647;HRV_17_DTS_0640_NoJabuka
2005;Sep;410.4444444;5.837015897;18.28906647;HRV_17_DTS_0640_NoJabuka
2005;Oct;410.4444444;5.534231244;18.28906647;HRV_17_DTS_0640_NoJabuka
2005;Nov;410.4444444;4.882489364;18.28906647;HRV_17_DTS_0640_NoJabuka
2005;Dec;410.4444444;5.221585525;18.28906647;HRV_17_DTS_0640_NoJabuka
2006;Jan;410.4444444;5.485624925;18.28906647;HRV_17_DTS_0640_NoJabuka
2006;Feb;410.4444444;4.718484917;18.28906647;HRV_17_DTS_0640_NoJabuka
2006;Mar;410.4444444;5.049289944;18.28906647;HRV_17_DTS_0640_NoJabuka
2006;Apr;410.4444444;5.650244314;18.28906647;HRV_17_DTS_0640_NoJabuka
2006;May;410.4444444;5.005990108;18.28906647;HRV_17_DTS_0640_NoJabuka
2006;Jun;410.4444444;5.793418199;18.28906647;HRV_17_DTS_0640_NoJabuka
2006;Jul;410.4444444;6.007437581;18.28906647;HRV_17_DTS_0640_NoJabuka
2006;Aug;410.4444444;6.117046943;18.28906647;HRV_17_DTS_0640_NoJabuka
2006;Sep;410.4444444;5.837015897;18.28906647;HRV_17_DTS_0640_NoJabuka
2006;Oct;410.4444444;5.534231244;18.28906647;HRV_17_DTS_0640_NoJabuka
2006;Nov;410.4444444;4.882489364;18.28906647;HRV_17_DTS_0640_NoJabuka
2006;Dec;410.4444444;5.221585525;18.28906647;HRV_17_DTS_0640_NoJabuka
2007;Jan;410.4444444;5.485624925;18.28906647;HRV_17_DTS_0640_NoJabuka
2007;Feb;410.4444444;4.718484917;18.28906647;HRV_17_DTS_0640_NoJabuka
2007;Mar;410.4444444;5.049289944;18.28906647;HRV_17_DTS_0640_NoJabuka
2007;Apr;410.4444444;5.650244314;18.28906647;HRV_17_DTS_0640_NoJabuka
2007;May;410.4444444;5.005990108;18.28906647;HRV_17_DTS_0640_NoJabuka
2007;Jun;410.4444444;5.793418199;18.28906647;HRV_17_DTS_0640_NoJabuka
2007;Jul;410.4444444;6.007437581;18.28906647;HRV_17_DTS_0640_NoJabuka
2007;Aug;410.4444444;6.117046943;18.28906647;HRV_17_DTS_0640_NoJabuka
2007;Sep;410.4444444;5.837015897;18.28906647;HRV_17_DTS_0640_NoJabuka
2007;Oct;410.4444444;5.534231244;18.28906647;HRV_17_DTS_0640_NoJabuka
2007;Nov;410.4444444;4.882489364;18.28906647;HRV_17_DTS_0640_NoJabuka
2007;Dec;410.4444444;5.221585525;18.28906647;HRV_17_DTS_0640_NoJabuka
2008;Jan;410.4444444;5.485624925;18.28906647;HRV_17_DTS_0640_NoJabuka
2008;Feb;410.4444444;4.718484917;18.28906647;HRV_17_DTS_0640_NoJabuka
2008;Mar;410.4444444;5.049289944;18.28906647;HRV_17_DTS_0640_NoJabuka
2008;Apr;410.4444444;5.650244314;18.28906647;HRV_17_DTS_0640_NoJabuka
2008;May;410.4444444;5.005990108;18.28906647;HRV_17_DTS_0640_NoJabuka
2008;Jun;410.4444444;5.793418199;18.28906647;HRV_17_DTS_0640_NoJabuka
2008;Jul;410.4444444;6.007437581;18.28906647;HRV_17_DTS_0640_NoJabuka
2008;Aug;410.4444444;6.117046943;18.28906647;HRV_17_DTS_0640_NoJabuka
2008;Sep;410.4444444;5.837015897;18.28906647;HRV_17_DTS_0640_NoJabuka
2008;Oct;410.4444444;5.534231244;18.28906647;HRV_17_DTS_0640_NoJabuka
2008;Nov;410.4444444;4.882489364;18.28906647;HRV_17_DTS_0640_NoJabuka
2008;Dec;410.4444444;5.221585525;18.28906647;HRV_17_DTS_0640_NoJabuka
2009;Jan;410.4444444;5.485624925;18.28906647;HRV_17_DTS_0640_NoJabuka
2009;Feb;410.4444444;4.718484917;18.28906647;HRV_17_DTS_0640_NoJabuka
2009;Mar;410.4444444;5.049289944;18.28906647;HRV_17_DTS_0640_NoJabuka
2009;Apr;410.4444444;5.650244314;18.28906647;HRV_17_DTS_0640_NoJabuka
2009;May;410.4444444;5.005990108;18.28906647;HRV_17_DTS_0640_NoJabuka
2009;Jun;410.4444444;5.793418199;18.28906647;HRV_17_DTS_0640_NoJabuka
2009;Jul;410.4444444;6.007437581;18.28906647;HRV_17_DTS_0640_NoJabuka
2009;Aug;410.4444444;6.117046943;18.28906647;HRV_17_DTS_0640_NoJabuka
2009;Sep;410.4444444;5.837015897;18.28906647;HRV_17_DTS_0640_NoJabuka
2009;Oct;410.4444444;5.534231244;18.28906647;HRV_17_DTS_0640_NoJabuka
2009;Nov;410.4444444;4.882489364;18.28906647;HRV_17_DTS_0640_NoJabuka
2009;Dec;410.4444444;5.221585525;18.28906647;HRV_17_DTS_0640_NoJabuka
2010;Jan;410.4444444;5.485624925;18.28906647;HRV_17_DTS_0640_NoJabuka
2010;Feb;410.4444444;4.718484917;18.28906647;HRV_17_DTS_0640_NoJabuka
2010;Mar;410.4444444;5.049289944;18.28906647;HRV_17_DTS_0640_NoJabuka
2010;Apr;410.4444444;5.650244314;18.28906647;HRV_17_DTS_0640_NoJabuka
2010;May;410.4444444;5.005990108;18.28906647;HRV_17_DTS_0640_NoJabuka
2010;Jun;410.4444444;5.793418199;18.28906647;HRV_17_DTS_0640_NoJabuka
2010;Jul;410.4444444;6.007437581;18.28906647;HRV_17_DTS_0640_NoJabuka
2010;Aug;410.4444444;6.117046943;18.28906647;HRV_17_DTS_0640_NoJabuka
2010;Sep;410.4444444;5.837015897;18.28906647;HRV_17_DTS_0640_NoJabuka
2010;Oct;410.4444444;5.534231244;18.28906647;HRV_17_DTS_0640_NoJabuka
2010;Nov;410.4444444;4.882489364;18.28906647;HRV_17_DTS_0640_NoJabuka
2010;Dec;410.4444444;5.221585525;18.28906647;HRV_17_DTS_0640_NoJabuka
2011;Jan;410.4444444;5.485624925;18.28906647;HRV_17_DTS_0640_NoJabuka
2011;Feb;410.4444444;4.718484917;18.28906647;HRV_17_DTS_0640_NoJabuka
2011;Mar;410.4444444;5.049289944;18.28906647;HRV_17_DTS_0640_NoJabuka
2011;Apr;410.4444444;5.650244314;18.28906647;HRV_17_DTS_0640_NoJabuka
2011;May;410.4444444;5.005990108;18.28906647;HRV_17_DTS_0640_NoJabuka
2011;Jun;410.4444444;5.793418199;18.28906647;HRV_17_DTS_0640_NoJabuka
2011;Jul;410.4444444;6.007437581;18.28906647;HRV_17_DTS_0640_NoJabuka
2011;Aug;410.4444444;6.117046943;18.28906647;HRV_17_DTS_0640_NoJabuka
2011;Sep;410.4444444;5.837015897;18.28906647;HRV_17_DTS_0640_NoJabuka
2011;Oct;410.4444444;5.534231244;18.28906647;HRV_17_DTS_0640_NoJabuka
2011;Nov;410.4444444;4.882489364;18.28906647;HRV_17_DTS_0640_NoJabuka
2011;Dec;410.4444444;5.221585525;18.28906647;HRV_17_DTS_0640_NoJabuka
2012;Jan;410.4444444;5.485624925;18.28906647;HRV_17_DTS_0640_NoJabuka
2012;Feb;410.4444444;4.718484917;18.28906647;HRV_17_DTS_0640_NoJabuka
2012;Mar;410.4444444;5.049289944;18.28906647;HRV_17_DTS_0640_NoJabuka
2012;Apr;410.4444444;5.650244314;18.28906647;HRV_17_DTS_0640_NoJabuka
2012;May;410.4444444;5.005990108;18.28906647;HRV_17_DTS_0640_NoJabuka
2012;Jun;410.4444444;5.793418199;18.28906647;HRV_17_DTS_0640_NoJabuka
2012;Jul;410.4444444;6.007437581;18.28906647;HRV_17_DTS_0640_NoJabuka
2012;Aug;410.4444444;6.117046943;18.28906647;HRV_17_DTS_0640_NoJabuka
2012;Sep;410.4444444;5.837015897;18.28906647;HRV_17_DTS_0640_NoJabuka
2012;Oct;410.4444444;5.534231244;18.28906647;HRV_17_DTS_0640_NoJabuka
2012;Nov;410.4444444;4.882489364;18.28906647;HRV_17_DTS_0640_NoJabuka
2012;Dec;410.4444444;5.221585525;18.28906647;HRV_17_DTS_0640_NoJabuka
2013;Jan;561;5.431372549;20.56547237;HRV_17_DTS_0640_NoJabuka
2013;Feb;538;4.82527881;20.44418216;HRV_17_DTS_0640_NoJabuka
2013;Mar;529;4.495274102;20.83111531;HRV_17_DTS_0640_NoJabuka
2013;Apr;563;5.623445826;23.36808171;HRV_17_DTS_0640_NoJabuka
2013;May;515;4.623300971;22.94706796;HRV_17_DTS_0640_NoJabuka
2013;Jun;525;6.032380952;22.23645714;HRV_17_DTS_0640_NoJabuka
2013;Jul;514;6.025291829;24.58883268;HRV_17_DTS_0640_NoJabuka
2013;Aug;445;6.056179775;20.49292135;HRV_17_DTS_0640_NoJabuka
2013;Sep;497;5.597585513;20.08539235;HRV_17_DTS_0640_NoJabuka
2013;Oct;537;5.60707635;21.75953445;HRV_17_DTS_0640_NoJabuka
2013;Nov;541;4.500924214;19.33166359;HRV_17_DTS_0640_NoJabuka
2013;Dec;590;5.505084746;21.18869492;HRV_17_DTS_0640_NoJabuka
2014;Jan;489;5.539877301;19.43799591;HRV_17_DTS_0640_NoJabuka
2014;Feb;479;4.611691023;20.16004175;HRV_17_DTS_0640_NoJabuka
2014;Mar;605;5.603305785;20.21829752;HRV_17_DTS_0640_NoJabuka
2014;Apr;514;5.677042802;19.36620623;HRV_17_DTS_0640_NoJabuka
2014;May;530;5.388679245;20.00983019;HRV_17_DTS_0640_NoJabuka
2014;Jun;505;5.554455446;21.09229703;HRV_17_DTS_0640_NoJabuka
2014;Jul;480;5.989583333;21.76720833;HRV_17_DTS_0640_NoJabuka
2014;Aug;489;6.17791411;21.57149284;HRV_17_DTS_0640_NoJabuka
2014;Sep;484;6.076446281;22.04188017;HRV_17_DTS_0640_NoJabuka
2014;Oct;505;5.461386139;21.49962376;HRV_17_DTS_0640_NoJabuka
2014;Nov;587;5.264054514;20.53984668;HRV_17_DTS_0640_NoJabuka
2014;Dec;533;4.938086304;20.84919325;HRV_17_DTS_0640_NoJabuka
2015;Jan;476;5.149159664;22.87502101;HRV_17_DTS_0640_NoJabuka
2015;Feb;480;4.797916667;22.4789375;HRV_17_DTS_0640_NoJabuka
2015;Mar;503;5.061630219;21.80727634;HRV_17_DTS_0640_NoJabuka
2015;Apr;490;5.428571429;23.23689796;HRV_17_DTS_0640_NoJabuka
2015;May;492;6.174796748;21.67847561;HRV_17_DTS_0640_NoJabuka
2015;Jun;451;6.155210643;21.5786918;HRV_17_DTS_0640_NoJabuka
2015;Jul;456;6.425438596;22.47252193;HRV_17_DTS_0640_NoJabuka
2015;Aug;438;6.502283105;23.3296347;HRV_17_DTS_0640_NoJabuka
2015;Sep;379;4.279683377;21.10564644;HRV_17_DTS_0640_NoJabuka
2015;Oct;437;5.71624714;17.85549199;HRV_17_DTS_0640_NoJabuka
2015;Nov;571;6.534150613;19.11725044;HRV_17_DTS_0640_NoJabuka
2015;Dec;560;6.214285714;18.74996429;HRV_17_DTS_0640_NoJabuka
2016;Jan;460;4.691304348;20.36754348;HRV_17_DTS_0640_NoJabuka
2016;Feb;385;4.197402597;22.27033766;HRV_17_DTS_0640_NoJabuka
2016;Mar;448;4.758928571;18.82774554;HRV_17_DTS_0640_NoJabuka
2016;Apr;448;5.861607143;19.58904018;HRV_17_DTS_0640_NoJabuka
2016;May;439;5.840546697;19.34259681;HRV_17_DTS_0640_NoJabuka
2016;Jun;396;6.363636364;17.45861111;HRV_17_DTS_0640_NoJabuka
2016;Jul;431;6.213457077;21.15194896;HRV_17_DTS_0640_NoJabuka
2016;Aug;395;6.303797468;19.87263291;HRV_17_DTS_0640_NoJabuka
2016;Sep;397;5.156171285;18.28186398;HRV_17_DTS_0640_NoJabuka
2016;Oct;397;4.554156171;16.47707809;HRV_17_DTS_0640_NoJabuka
2016;Nov;457;5.078774617;17.21859956;HRV_17_DTS_0640_NoJabuka
2016;Dec;486;6.275720165;17.22045267;HRV_17_DTS_0640_NoJabuka
2017;Jan;418;4.050239234;17.57045455;HRV_17_DTS_0640_NoJabuka
2017;Feb;502;4.874501992;18.20739044;HRV_17_DTS_0640_NoJabuka
2017;Mar;512;5.833984375;16.38513672;HRV_17_DTS_0640_NoJabuka
2017;Apr;404;4.76980198;16.14111386;HRV_17_DTS_0640_NoJabuka
2017;May;405;6.641975309;17.44871605;HRV_17_DTS_0640_NoJabuka
2017;Jun;378;6.058201058;17.38775132;HRV_17_DTS_0640_NoJabuka
2017;Jul;381;6.603674541;16.4752231;HRV_17_DTS_0640_NoJabuka
2017;Aug;362;6.436464088;16.2058011;HRV_17_DTS_0640_NoJabuka
2017;Sep;322;3.860248447;15.58698758;HRV_17_DTS_0640_NoJabuka
2017;Oct;405;5.777777778;15.1237284;HRV_17_DTS_0640_NoJabuka
2017;Nov;416;5.757211538;14.37213942;HRV_17_DTS_0640_NoJabuka
2017;Dec;389;4.411311054;13.85789203;HRV_17_DTS_0640_NoJabuka
2018;Jan;436;5.538990826;14.92254587;HRV_17_DTS_0640_NoJabuka
2018;Feb;361;3.867036011;15.02171745;HRV_17_DTS_0640_NoJabuka
2018;Mar;389;5.174807198;14.18236504;HRV_17_DTS_0640_NoJabuka
2018;Apr;378;6.76984127;14.46060847;HRV_17_DTS_0640_NoJabuka
2018;May;379;6.699208443;14.24189974;HRV_17_DTS_0640_NoJabuka
2018;Jun;320;4.796875;14.06809375;HRV_17_DTS_0640_NoJabuka
2018;Jul;379;6.762532982;14.39480211;HRV_17_DTS_0640_NoJabuka
2018;Aug;347;6.504322767;13.99919308;HRV_17_DTS_0640_NoJabuka
2018;Sep;328;5.518292683;14.84158537;HRV_17_DTS_0640_NoJabuka
2018;Oct;328;4.240853659;15.27942073;HRV_17_DTS_0640_NoJabuka
2018;Nov;438;5.442922374;14.60990868;HRV_17_DTS_0640_NoJabuka
2018;Dec;427;5.088992974;15.28997658;HRV_17_DTS_0640_NoJabuka
2019;Jan;351;4.316239316;14.25176638;HRV_17_DTS_0640_NoJabuka
2019;Feb;461;4.863340564;15.48342733;HRV_17_DTS_0640_NoJabuka
2019;Mar;434;4.684331797;16.17184332;HRV_17_DTS_0640_NoJabuka
2019;Apr;382;4.636125654;15.83232984;HRV_17_DTS_0640_NoJabuka
2019;May;393;5.236641221;16.13020356;HRV_17_DTS_0640_NoJabuka
2019;Jun;397;5.773299748;16.33110831;HRV_17_DTS_0640_NoJabuka
2019;Jul;386;6.212435233;16.64207254;HRV_17_DTS_0640_NoJabuka
2019;Aug;370;6.062162162;16.4187027;HRV_17_DTS_0640_NoJabuka
2019;Sep;353;3.801699717;16.21339943;HRV_17_DTS_0640_NoJabuka
2019;Oct;368;4.557065217;16.99513587;HRV_17_DTS_0640_NoJabuka
2019;Nov;382;4.772251309;16.04905759;HRV_17_DTS_0640_NoJabuka
2019;Dec;380;4.247368421;15.59807895;HRV_17_DTS_0640_NoJabuka
2020;Jan;467;6.689507495;16.51089936;HRV_17_DTS_0640_NoJabuka
2020;Feb;496;4.467741935;18.30895161;HRV_17_DTS_0640_NoJabuka
2020;Mar;417;4.587529976;17.94342926;HRV_17_DTS_0640_NoJabuka
2020;Apr;350;4.514285714;16.37697143;HRV_17_DTS_0640_NoJabuka
2020;May;301;4.455149502;14.73063123;HRV_17_DTS_0640_NoJabuka
2020;Jun;400;5.62;16.31;HRV_17_DTS_0640_NoJabuka
2020;Jul;446;6.143497758;15.67912556;HRV_17_DTS_0640_NoJabuka
2020;Aug;414;5.371980676;17.54169082;HRV_17_DTS_0640_NoJabuka
2020;Sep;408;4.507352941;16.62887255;HRV_17_DTS_0640_NoJabuka
2020;Oct;404;4.245049505;18.14356436;HRV_17_DTS_0640_NoJabuka
2020;Nov;520;5.298076923;16.93711538;HRV_17_DTS_0640_NoJabuka
2020;Dec;349;4.888252149;12.70426934;HRV_17_DTS_0640_NoJabuka
2021;Jan;377;4.586206897;16.26161804;HRV_17_DTS_0640_NoJabuka
2021;Feb;477;4.968553459;18.20450734;HRV_17_DTS_0640_NoJabuka
2021;Mar;448;5.84375;17.06761161;HRV_17_DTS_0640_NoJabuka
2021;Apr;253;4.703557312;12.57596838;HRV_17_DTS_0640_NoJabuka
2021;May;369;5.178861789;18.12634146;HRV_17_DTS_0640_NoJabuka
2021;Jun;423;5.98108747;17.45463357;HRV_17_DTS_0640_NoJabuka
2021;Jul;419;5.090692124;18.6526969;HRV_17_DTS_0640_NoJabuka
2021;Aug;386;5.132124352;17.74707254;HRV_17_DTS_0640_NoJabuka
2021;Sep;431;4.728538283;17.58986079;HRV_17_DTS_0640_NoJabuka
2021;Oct;375;3.597333333;16.27461333;HRV_17_DTS_0640_NoJabuka
2021;Nov;433;5.122401848;18.11307159;HRV_17_DTS_0640_NoJabuka
2021;Dec;435;4.485057471;16.1037931;HRV_17_DTS_0640_NoJabuka
2022;Jan;432;4.37037037;16.23078704;HRV_17_DTS_0640_NoJabuka
2022;Feb;405;4.479012346;18.07501235;HRV_17_DTS_0640_NoJabuka
2022;Mar;434;5.276497696;16.87829493;HRV_17_DTS_0640_NoJabuka
2022;Apr;271;4.546125461;14.02247232;HRV_17_DTS_0640_NoJabuka
2022;May;350;5.688571429;18.16645714;HRV_17_DTS_0640_NoJabuka
2022;Jun;328;5.051829268;18.42143293;HRV_17_DTS_0640_NoJabuka
2022;Jul;316;4.886075949;19.77079114;HRV_17_DTS_0640_NoJabuka
2022;Aug;288;5.392361111;18.64385417;HRV_17_DTS_0640_NoJabuka
2022;Sep;284;3.507042254;19.01806338;HRV_17_DTS_0640_NoJabuka
2022;Oct;398;4.474874372;17.24324121;HRV_17_DTS_0640_NoJabuka
2022;Nov;401;4.87032419;18.01798005;HRV_17_DTS_0640_NoJabuka
2022;Dec;404;4.603960396;17.02549505;HRV_17_DTS_0640_NoJabuka
2023;Jan;334;4.002994012;18.13239521;HRV_17_DTS_0640_NoJabuka
2023;Feb;381;4.454068241;18.91950131;HRV_17_DTS_0640_NoJabuka
2023;Mar;367;4.438692098;20.02662125;HRV_17_DTS_0640_NoJabuka
2023;Apr;306;4.130718954;18.97150327;HRV_17_DTS_0640_NoJabuka
2023;May;307;4.732899023;22.1567101;HRV_17_DTS_0640_NoJabuka
2023;Jun;320;5.328125;19.587;HRV_17_DTS_0640_NoJabuka
2023;Jul;316;5.35443038;19.1806962;HRV_17_DTS_0640_NoJabuka
2023;Aug;297;4.882154882;19.07952862;HRV_17_DTS_0640_NoJabuka
2023;Sep;290;3.851724138;20.8777931;HRV_17_DTS_0640_NoJabuka
2023;Oct;263;3.524714829;18.09076046;HRV_17_DTS_0640_NoJabuka
2023;Nov;336;4.386904762;17.39791667;HRV_17_DTS_0640_NoJabuka
2023;Dec;375;3.994666667;17.75101333;HRV_17_DTS_0640_NoJabuka
2024;Jan;320;4.39375;19.74365625;HRV_17_DTS_0640_NoJabuka
2024;Feb;316;4.484177215;18.91525316;HRV_17_DTS_0640_NoJabuka
2024;Mar;316;4.588607595;19.93629747;HRV_17_DTS_0640_NoJabuka
2024;Apr;306;4.68627451;21.24882353;HRV_17_DTS_0640_NoJabuka
2024;May;299;4.839464883;21.3526087;HRV_17_DTS_0640_NoJabuka
2024;Jun;297;4.585858586;17.95835017;HRV_17_DTS_0640_NoJabuka
2024;Jul;298;5.375838926;22.14513423;HRV_17_DTS_0640_NoJabuka
2024;Aug;298;5.406040268;19.48610738;HRV_17_DTS_0640_NoJabuka
2024;Sep;242;3.012396694;21.13549587;HRV_17_DTS_0640_NoJabuka
2024;Oct;293;4.457337884;16.51576792;HRV_17_DTS_0640_NoJabuka
2024;Nov;324;4.37962963;19.15716049;HRV_17_DTS_0640_NoJabuka
2024;Dec;306;4.009803922;19.40911765;HRV_17_DTS_0640_NoJabuka
