year;month;PRODUCTION;fleet_segment
2007;Apr;51957.11542;HRV_17_DTS_0640_NoJabuka
2007;May;51957.11542;HRV_17_DTS_0640_NoJabuka
2007;Jun;51957.11542;HRV_17_DTS_0640_NoJabuka
2007;Jul;51957.11542;HRV_17_DTS_0640_NoJabuka
2007;Aug;51957.11542;HRV_17_DTS_0640_NoJabuka
2007;Sep;51957.11542;HRV_17_DTS_0640_NoJabuka
2007;Oct;51957.11542;HRV_17_DTS_0640_NoJabuka
2007;Nov;51957.11542;HRV_17_DTS_0640_NoJabuka
2007;Dec;51957.11542;HRV_17_DTS_0640_NoJabuka
2008;Jan;51957.11542;HRV_17_DTS_0640_NoJabuka
2008;Feb;51957.11542;HRV_17_DTS_0640_NoJabuka
2008;Mar;51957.11542;HRV_17_DTS_0640_NoJabuka
2008;Apr;51957.11542;HRV_17_DTS_0640_NoJabuka
2008;May;51957.11542;HRV_17_DTS_0640_NoJabuka
2008;Jun;51957.11542;HRV_17_DTS_0640_NoJabuka
2008;Jul;51957.11542;HRV_17_DTS_0640_NoJabuka
2008;Aug;51957.11542;HRV_17_DTS_0640_NoJabuka
2008;Sep;51957.11542;HRV_17_DTS_0640_NoJabuka
2008;Oct;51957.11542;HRV_17_DTS_0640_NoJabuka
2008;Nov;51957.11542;HRV_17_DTS_0640_NoJabuka
2008;Dec;51957.11542;HRV_17_DTS_0640_NoJabuka
2009;Jan;51957.11542;HRV_17_DTS_0640_NoJabuka
2009;Feb;51957.11542;HRV_17_DTS_0640_NoJabuka
2009;Mar;51957.11542;HRV_17_DTS_0640_NoJabuka
2009;Apr;51957.11542;HRV_17_DTS_0640_NoJabuka
2009;May;51957.11542;HRV_17_DTS_0640_NoJabuka
2009;Jun;51957.11542;HRV_17_DTS_0640_NoJabuka
2009;Jul;51957.11542;HRV_17_DTS_0640_NoJabuka
2009;Aug;51957.11542;HRV_17_DTS_0640_NoJabuka
2009;Sep;51957.11542;HRV_17_DTS_0640_NoJabuka
2009;Oct;51957.11542;HRV_17_DTS_0640_NoJabuka
2009;Nov;51957.11542;HRV_17_DTS_0640_NoJabuka
2009;Dec;51957.11542;HRV_17_DTS_0640_NoJabuka
2010;Jan;51957.11542;HRV_17_DTS_0640_NoJabuka
2010;Feb;51957.11542;HRV_17_DTS_0640_NoJabuka
2010;Mar;51957.11542;HRV_17_DTS_0640_NoJabuka
2010;Apr;51957.11542;HRV_17_DTS_0640_NoJabuka
2010;May;51957.11542;HRV_17_DTS_0640_NoJabuka
2010;Jun;51957.11542;HRV_17_DTS_0640_NoJabuka
2010;Jul;51957.11542;HRV_17_DTS_0640_NoJabuka
2010;Aug;51957.11542;HRV_17_DTS_0640_NoJabuka
2010;Sep;51957.11542;HRV_17_DTS_0640_NoJabuka
2010;Oct;51957.11542;HRV_17_DTS_0640_NoJabuka
2010;Nov;51957.11542;HRV_17_DTS_0640_NoJabuka
2010;Dec;51957.11542;HRV_17_DTS_0640_NoJabuka
2011;Jan;51957.11542;HRV_17_DTS_0640_NoJabuka
2011;Feb;51957.11542;HRV_17_DTS_0640_NoJabuka
2011;Mar;51957.11542;HRV_17_DTS_0640_NoJabuka
2011;Apr;51957.11542;HRV_17_DTS_0640_NoJabuka
2011;May;51957.11542;HRV_17_DTS_0640_NoJabuka
2011;Jun;51957.11542;HRV_17_DTS_0640_NoJabuka
2011;Jul;51957.11542;HRV_17_DTS_0640_NoJabuka
2011;Aug;51957.11542;HRV_17_DTS_0640_NoJabuka
2011;Sep;51957.11542;HRV_17_DTS_0640_NoJabuka
2011;Oct;51957.11542;HRV_17_DTS_0640_NoJabuka
2011;Nov;51957.11542;HRV_17_DTS_0640_NoJabuka
2011;Dec;51957.11542;HRV_17_DTS_0640_NoJabuka
2012;Jan;51957.11542;HRV_17_DTS_0640_NoJabuka
2012;Feb;51957.11542;HRV_17_DTS_0640_NoJabuka
2012;Mar;51957.11542;HRV_17_DTS_0640_NoJabuka
2012;Apr;51957.11542;HRV_17_DTS_0640_NoJabuka
2012;May;51957.11542;HRV_17_DTS_0640_NoJabuka
2012;Jun;51957.11542;HRV_17_DTS_0640_NoJabuka
2012;Jul;51957.11542;HRV_17_DTS_0640_NoJabuka
2012;Aug;51957.11542;HRV_17_DTS_0640_NoJabuka
2012;Sep;51957.11542;HRV_17_DTS_0640_NoJabuka
2012;Oct;51957.11542;HRV_17_DTS_0640_NoJabuka
2012;Nov;51957.11542;HRV_17_DTS_0640_NoJabuka
2012;Dec;51957.11542;HRV_17_DTS_0640_NoJabuka
2013;Jan;57304.6425;HRV_17_DTS_0640_NoJabuka
2013;Feb;57304.6425;HRV_17_DTS_0640_NoJabuka
2013;Mar;57304.6425;HRV_17_DTS_0640_NoJabuka
2013;Apr;57304.6425;HRV_17_DTS_0640_NoJabuka
2013;May;57304.6425;HRV_17_DTS_0640_NoJabuka
2013;Jun;57304.6425;HRV_17_DTS_0640_NoJabuka
2013;Jul;57304.6425;HRV_17_DTS_0640_NoJabuka
2013;Aug;57304.6425;HRV_17_DTS_0640_NoJabuka
2013;Sep;57304.6425;HRV_17_DTS_0640_NoJabuka
2013;Oct;57304.6425;HRV_17_DTS_0640_NoJabuka
2013;Nov;57304.6425;HRV_17_DTS_0640_NoJabuka
2013;Dec;57304.6425;HRV_17_DTS_0640_NoJabuka
2014;Jan;46609.58833;HRV_17_DTS_0640_NoJabuka
2014;Feb;46609.58833;HRV_17_DTS_0640_NoJabuka
2014;Mar;46609.58833;HRV_17_DTS_0640_NoJabuka
2014;Apr;46609.58833;HRV_17_DTS_0640_NoJabuka
2014;May;46609.58833;HRV_17_DTS_0640_NoJabuka
2014;Jun;46609.58833;HRV_17_DTS_0640_NoJabuka
2014;Jul;46609.58833;HRV_17_DTS_0640_NoJabuka
2014;Aug;46609.58833;HRV_17_DTS_0640_NoJabuka
2014;Sep;46609.58833;HRV_17_DTS_0640_NoJabuka
2014;Oct;46609.58833;HRV_17_DTS_0640_NoJabuka
2014;Nov;46609.58833;HRV_17_DTS_0640_NoJabuka
2014;Dec;46609.58833;HRV_17_DTS_0640_NoJabuka
2015;Jan;37597.36083;HRV_17_DTS_0640_NoJabuka
2015;Feb;37597.36083;HRV_17_DTS_0640_NoJabuka
2015;Mar;37597.36083;HRV_17_DTS_0640_NoJabuka
2015;Apr;37597.36083;HRV_17_DTS_0640_NoJabuka
2015;May;37597.36083;HRV_17_DTS_0640_NoJabuka
2015;Jun;37597.36083;HRV_17_DTS_0640_NoJabuka
2015;Jul;37597.36083;HRV_17_DTS_0640_NoJabuka
2015;Aug;37597.36083;HRV_17_DTS_0640_NoJabuka
2015;Sep;37597.36083;HRV_17_DTS_0640_NoJabuka
2015;Oct;37597.36083;HRV_17_DTS_0640_NoJabuka
2015;Nov;37597.36083;HRV_17_DTS_0640_NoJabuka
2015;Dec;37597.36083;HRV_17_DTS_0640_NoJabuka
2016;Jan;29198.70457;HRV_17_DTS_0640_NoJabuka
2016;Feb;29198.70457;HRV_17_DTS_0640_NoJabuka
2016;Mar;29198.70457;HRV_17_DTS_0640_NoJabuka
2016;Apr;29198.70457;HRV_17_DTS_0640_NoJabuka
2016;May;29198.70457;HRV_17_DTS_0640_NoJabuka
2016;Jun;29198.70457;HRV_17_DTS_0640_NoJabuka
2016;Jul;29198.70457;HRV_17_DTS_0640_NoJabuka
2016;Aug;29198.70457;HRV_17_DTS_0640_NoJabuka
2016;Sep;29198.70457;HRV_17_DTS_0640_NoJabuka
2016;Oct;29198.70457;HRV_17_DTS_0640_NoJabuka
2016;Nov;29198.70457;HRV_17_DTS_0640_NoJabuka
2016;Dec;29198.70457;HRV_17_DTS_0640_NoJabuka
2017;Jan;33539.30783;HRV_17_DTS_0640_NoJabuka
2017;Feb;33539.30783;HRV_17_DTS_0640_NoJabuka
2017;Mar;33539.30783;HRV_17_DTS_0640_NoJabuka
2017;Apr;33539.30783;HRV_17_DTS_0640_NoJabuka
2017;May;33539.30783;HRV_17_DTS_0640_NoJabuka
2017;Jun;33539.30783;HRV_17_DTS_0640_NoJabuka
2017;Jul;33539.30783;HRV_17_DTS_0640_NoJabuka
2017;Aug;33539.30783;HRV_17_DTS_0640_NoJabuka
2017;Sep;33539.30783;HRV_17_DTS_0640_NoJabuka
2017;Oct;33539.30783;HRV_17_DTS_0640_NoJabuka
2017;Nov;33539.30783;HRV_17_DTS_0640_NoJabuka
2017;Dec;33539.30783;HRV_17_DTS_0640_NoJabuka
2018;Jan;30785.58893;HRV_17_DTS_0640_NoJabuka
2018;Feb;30785.58893;HRV_17_DTS_0640_NoJabuka
2018;Mar;30785.58893;HRV_17_DTS_0640_NoJabuka
2018;Apr;30785.58893;HRV_17_DTS_0640_NoJabuka
2018;May;30785.58893;HRV_17_DTS_0640_NoJabuka
2018;Jun;30785.58893;HRV_17_DTS_0640_NoJabuka
2018;Jul;30785.58893;HRV_17_DTS_0640_NoJabuka
2018;Aug;30785.58893;HRV_17_DTS_0640_NoJabuka
2018;Sep;30785.58893;HRV_17_DTS_0640_NoJabuka
2018;Oct;30785.58893;HRV_17_DTS_0640_NoJabuka
2018;Nov;30785.58893;HRV_17_DTS_0640_NoJabuka
2018;Dec;30785.58893;HRV_17_DTS_0640_NoJabuka
2019;Jan;38657.25799;HRV_17_DTS_0640_NoJabuka
2019;Feb;38657.25799;HRV_17_DTS_0640_NoJabuka
2019;Mar;38657.25799;HRV_17_DTS_0640_NoJabuka
2019;Apr;38657.25799;HRV_17_DTS_0640_NoJabuka
2019;May;38657.25799;HRV_17_DTS_0640_NoJabuka
2019;Jun;38657.25799;HRV_17_DTS_0640_NoJabuka
2019;Jul;38657.25799;HRV_17_DTS_0640_NoJabuka
2019;Aug;38657.25799;HRV_17_DTS_0640_NoJabuka
2019;Sep;38657.25799;HRV_17_DTS_0640_NoJabuka
2019;Oct;38657.25799;HRV_17_DTS_0640_NoJabuka
2019;Nov;38657.25799;HRV_17_DTS_0640_NoJabuka
2019;Dec;38657.25799;HRV_17_DTS_0640_NoJabuka
2020;Jan;37662.96178;HRV_17_DTS_0640_NoJabuka
2020;Feb;37662.96178;HRV_17_DTS_0640_NoJabuka
2020;Mar;37662.96178;HRV_17_DTS_0640_NoJabuka
2020;Apr;37662.96178;HRV_17_DTS_0640_NoJabuka
2020;May;37662.96178;HRV_17_DTS_0640_NoJabuka
2020;Jun;37662.96178;HRV_17_DTS_0640_NoJabuka
2020;Jul;37662.96178;HRV_17_DTS_0640_NoJabuka
2020;Aug;37662.96178;HRV_17_DTS_0640_NoJabuka
2020;Sep;37662.96178;HRV_17_DTS_0640_NoJabuka
2020;Oct;37662.96178;HRV_17_DTS_0640_NoJabuka
2020;Nov;37662.96178;HRV_17_DTS_0640_NoJabuka
2020;Dec;37662.96178;HRV_17_DTS_0640_NoJabuka
2021;Jan;36668.66556;HRV_17_DTS_0640_NoJabuka
2021;Feb;36668.66556;HRV_17_DTS_0640_NoJabuka
2021;Mar;36668.66556;HRV_17_DTS_0640_NoJabuka
2021;Apr;36668.66556;HRV_17_DTS_0640_NoJabuka
2021;May;36668.66556;HRV_17_DTS_0640_NoJabuka
2021;Jun;36668.66556;HRV_17_DTS_0640_NoJabuka
2021;Jul;36668.66556;HRV_17_DTS_0640_NoJabuka
2021;Aug;36668.66556;HRV_17_DTS_0640_NoJabuka
2021;Sep;36668.66556;HRV_17_DTS_0640_NoJabuka
2021;Oct;36668.66556;HRV_17_DTS_0640_NoJabuka
2021;Nov;36668.66556;HRV_17_DTS_0640_NoJabuka
2021;Dec;36668.66556;HRV_17_DTS_0640_NoJabuka
2022;Jan;42757.35405;HRV_17_DTS_0640_NoJabuka
2022;Feb;42757.35405;HRV_17_DTS_0640_NoJabuka
2022;Mar;42757.35405;HRV_17_DTS_0640_NoJabuka
2022;Apr;42757.35405;HRV_17_DTS_0640_NoJabuka
2022;May;42757.35405;HRV_17_DTS_0640_NoJabuka
2022;Jun;42757.35405;HRV_17_DTS_0640_NoJabuka
2022;Jul;42757.35405;HRV_17_DTS_0640_NoJabuka
2022;Aug;42757.35405;HRV_17_DTS_0640_NoJabuka
2022;Sep;42757.35405;HRV_17_DTS_0640_NoJabuka
2022;Oct;42757.35405;HRV_17_DTS_0640_NoJabuka
2022;Nov;42757.35405;HRV_17_DTS_0640_NoJabuka
2022;Dec;42757.35405;HRV_17_DTS_0640_NoJabuka
2023;Jan;48298.3868;HRV_17_DTS_0640_NoJabuka
2023;Feb;48298.3868;HRV_17_DTS_0640_NoJabuka
2023;Mar;48298.3868;HRV_17_DTS_0640_NoJabuka
2023;Apr;48298.3868;HRV_17_DTS_0640_NoJabuka
2023;May;48298.3868;HRV_17_DTS_0640_NoJabuka
2023;Jun;48298.3868;HRV_17_DTS_0640_NoJabuka
2023;Jul;48298.3868;HRV_17_DTS_0640_NoJabuka
2023;Aug;48298.3868;HRV_17_DTS_0640_NoJabuka
2023;Sep;48298.3868;HRV_17_DTS_0640_NoJabuka
2023;Oct;48298.3868;HRV_17_DTS_0640_NoJabuka
2023;Nov;48298.3868;HRV_17_DTS_0640_NoJabuka
2023;Dec;48298.3868;HRV_17_DTS_0640_NoJabuka
2024;Jan;34926.96915;HRV_17_DTS_0640_NoJabuka
2024;Feb;34926.96915;HRV_17_DTS_0640_NoJabuka
2024;Mar;34926.96915;HRV_17_DTS_0640_NoJabuka
2024;Apr;34926.96915;HRV_17_DTS_0640_NoJabuka
2024;May;34926.96915;HRV_17_DTS_0640_NoJabuka
2024;Jun;34926.96915;HRV_17_DTS_0640_NoJabuka
2024;Jul;34926.96915;HRV_17_DTS_0640_NoJabuka
2024;Aug;34926.96915;HRV_17_DTS_0640_NoJabuka
2024;Sep;34926.96915;HRV_17_DTS_0640_NoJabuka
2024;Oct;34926.96915;HRV_17_DTS_0640_NoJabuka
2024;Nov;34926.96915;HRV_17_DTS_0640_NoJabuka
2024;Dec;34926.96915;HRV_17_DTS_0640_NoJabuka
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
